tkr,cdate,cp
SPY,2009-03-05,68.800003
SPY,2009-03-04,71.730003
SPY,2009-03-03,70.07
SPY,2009-03-02,70.599998
SPY,2009-02-27,73.93
SPY,2009-02-26,75.620003
SPY,2009-02-25,76.870003
SPY,2009-02-24,77.480003
SPY,2009-02-23,74.650002
SPY,2009-02-20,77.419998
SPY,2009-02-19,78.18
SPY,2009-02-18,79.029999
SPY,2009-02-17,79.220001
SPY,2009-02-13,82.760002
SPY,2009-02-12,83.660004
SPY,2009-02-11,83.599998
SPY,2009-02-10,83.110001
SPY,2009-02-09,87.099998
SPY,2009-02-06,86.980003
SPY,2009-02-05,84.57
SPY,2009-02-04,83.330002
SPY,2009-02-03,83.739998
SPY,2009-02-02,82.580002
SPY,2009-01-30,82.830002
SPY,2009-01-29,84.550003
SPY,2009-01-28,87.389999
SPY,2009-01-27,84.529999
SPY,2009-01-26,83.68
SPY,2009-01-23,83.110001
SPY,2009-01-22,82.75
SPY,2009-01-21,84.050003
SPY,2009-01-20,80.57
SPY,2009-01-16,85.059998
SPY,2009-01-15,84.400002
SPY,2009-01-14,84.370003
SPY,2009-01-13,87.110001
SPY,2009-01-12,86.949997
SPY,2009-01-09,89.089996
SPY,2009-01-08,91.040001
SPY,2009-01-07,90.669998
SPY,2009-01-06,93.470001
SPY,2009-01-05,92.849998
SPY,2009-01-02,92.959999
SPY,2008-12-31,90.239998
SPY,2008-12-30,88.970001
SPY,2008-12-29,86.910004
SPY,2008-12-26,87.160004
SPY,2008-12-24,86.660004
SPY,2008-12-23,86.160004
SPY,2008-12-22,87.059998
SPY,2008-12-19,88.190002
SPY,2008-12-18,89.290001
SPY,2008-12-17,90.989998
SPY,2008-12-16,91.879997
SPY,2008-12-15,87.75
SPY,2008-12-12,88.989998
SPY,2008-12-11,87.940002
SPY,2008-12-10,90.110001
SPY,2008-12-09,89.50
SPY,2008-12-08,91.00
SPY,2008-12-05,87.93
SPY,2008-12-04,85.300003
SPY,2008-12-03,87.32
SPY,2008-12-02,85.269997
SPY,2008-12-01,82.110001
SPY,2008-11-28,90.089996
SPY,2008-11-26,88.970001
SPY,2008-11-25,85.660004
SPY,2008-11-24,85.029999
SPY,2008-11-21,79.519997
SPY,2008-11-20,75.449997
SPY,2008-11-19,81.50
SPY,2008-11-18,87.080002
SPY,2008-11-17,85.470001
SPY,2008-11-14,86.620003
SPY,2008-11-13,91.169998
SPY,2008-11-12,85.82
SPY,2008-11-11,89.769997
SPY,2008-11-10,92.629997
SPY,2008-11-07,93.860001
SPY,2008-11-06,90.860001
SPY,2008-11-05,96.190002
SPY,2008-11-04,100.410004
SPY,2008-11-03,97.110001
SPY,2008-10-31,96.830002
SPY,2008-10-30,96.300003
SPY,2008-10-29,93.080002
SPY,2008-10-28,93.760002
SPY,2008-10-27,83.949997
SPY,2008-10-24,87.040001
SPY,2008-10-23,91.690002
SPY,2008-10-22,90.639999
SPY,2008-10-21,95.860001
SPY,2008-10-20,98.809998
SPY,2008-10-17,93.209999
SPY,2008-10-16,93.769997
SPY,2008-10-15,90.019997
SPY,2008-10-14,99.849998
SPY,2008-10-13,101.349998
SPY,2008-10-10,88.50
SPY,2008-10-09,90.699997
SPY,2008-10-08,97.510002
SPY,2008-10-07,100.029999
SPY,2008-10-06,104.720001
SPY,2008-10-03,110.339996
SPY,2008-10-02,111.849998
SPY,2008-10-01,116.059998
SPY,2008-09-30,115.989998
SPY,2008-09-29,111.379997
SPY,2008-09-26,120.849998
SPY,2008-09-25,120.790001
SPY,2008-09-24,118.93
SPY,2008-09-23,118.550003
SPY,2008-09-22,121.309998
SPY,2008-09-19,124.120003
SPY,2008-09-18,120.07
SPY,2008-09-17,116.610001
SPY,2008-09-16,122.099998
SPY,2008-09-15,120.089996
SPY,2008-09-12,126.089996
SPY,2008-09-11,125.510002
SPY,2008-09-10,123.720001
SPY,2008-09-09,123.220001
SPY,2008-09-08,126.989998
SPY,2008-09-05,124.419998
SPY,2008-09-04,124.029999
SPY,2008-09-03,127.879997
SPY,2008-09-02,127.989998
SPY,2008-08-29,128.789993
SPY,2008-08-28,130.190002
SPY,2008-08-27,128.630005
SPY,2008-08-26,127.389999
SPY,2008-08-25,127.019997
SPY,2008-08-22,129.649994
SPY,2008-08-21,127.800003
SPY,2008-08-20,127.580002
SPY,2008-08-19,126.989998
SPY,2008-08-18,128.389999
SPY,2008-08-15,130.169998
SPY,2008-08-14,129.539993
SPY,2008-08-13,128.570007
SPY,2008-08-12,129.350006
SPY,2008-08-11,130.710007
SPY,2008-08-08,129.369995
SPY,2008-08-07,127.010002
SPY,2008-08-06,128.929993
SPY,2008-08-05,128.360001
SPY,2008-08-04,124.989998
SPY,2008-08-01,126.160004
SPY,2008-07-31,126.830002
SPY,2008-07-30,128.529999
SPY,2008-07-29,126.279999
SPY,2008-07-28,123.639999
SPY,2008-07-25,125.480003
SPY,2008-07-24,125.510002
SPY,2008-07-23,128.169998
SPY,2008-07-22,127.480003
SPY,2008-07-21,126.050003
SPY,2008-07-18,125.980003
SPY,2008-07-17,125.199997
SPY,2008-07-16,123.959999
SPY,2008-07-15,120.989998
SPY,2008-07-14,122.720001
SPY,2008-07-11,123.839996
SPY,2008-07-10,125.300003
SPY,2008-07-09,124.790001
SPY,2008-07-08,127.239998
SPY,2008-07-07,125.019997
SPY,2008-07-03,126.309998
SPY,2008-07-02,126.18
SPY,2008-07-01,128.380005
SPY,2008-06-30,127.980003
SPY,2008-06-27,127.529999
SPY,2008-06-26,128.229996
SPY,2008-06-25,131.809998
SPY,2008-06-24,131.190002
SPY,2008-06-23,131.449997
SPY,2008-06-20,131.580002
SPY,2008-06-19,134.419998
SPY,2008-06-18,134.25
SPY,2008-06-17,135.570007
SPY,2008-06-16,136.229996
SPY,2008-06-13,136.149994
SPY,2008-06-12,134.449997
SPY,2008-06-11,133.940002
SPY,2008-06-10,135.940002
SPY,2008-06-09,136.619995
SPY,2008-06-06,136.289993
SPY,2008-06-05,140.779999
SPY,2008-06-04,138.020004
SPY,2008-06-03,138.089996
SPY,2008-06-02,138.899994
SPY,2008-05-30,140.350006
SPY,2008-05-29,140.00
SPY,2008-05-28,139.300003
SPY,2008-05-27,138.660004
SPY,2008-05-23,137.639999
SPY,2008-05-22,139.509995
SPY,2008-05-21,139.490005
SPY,2008-05-20,141.889999
SPY,2008-05-19,143.050003
SPY,2008-05-16,142.660004
SPY,2008-05-15,142.529999
SPY,2008-05-14,140.770004
SPY,2008-05-13,140.479996
SPY,2008-05-12,140.460007
SPY,2008-05-09,138.899994
SPY,2008-05-08,139.160004
SPY,2008-05-07,139.520004
SPY,2008-05-06,142.050003
SPY,2008-05-05,140.830002
SPY,2008-05-02,141.509995
SPY,2008-05-01,141.119995
SPY,2008-04-30,138.259995
SPY,2008-04-29,139.080002
SPY,2008-04-28,139.630005
SPY,2008-04-25,139.600006
SPY,2008-04-24,138.320007
SPY,2008-04-23,137.720001
SPY,2008-04-22,137.940002
SPY,2008-04-21,138.550003
SPY,2008-04-18,138.479996
SPY,2008-04-17,137.050003
SPY,2008-04-16,136.850006
SPY,2008-04-15,133.240005
SPY,2008-04-14,132.929993
SPY,2008-04-11,133.380005
SPY,2008-04-10,136.020004
SPY,2008-04-09,135.830002
SPY,2008-04-08,136.820007
SPY,2008-04-07,136.960007
SPY,2008-04-04,136.889999
SPY,2008-04-03,137.039993
SPY,2008-04-02,136.699997
SPY,2008-04-01,136.610001
SPY,2008-03-31,131.970001
SPY,2008-03-28,131.509995
SPY,2008-03-27,132.779999
SPY,2008-03-26,133.199997
SPY,2008-03-25,134.850006
SPY,2008-03-24,134.720001
SPY,2008-03-20,132.080002
SPY,2008-03-19,130.320007
SPY,2008-03-18,133.630005
SPY,2008-03-17,128.300003
SPY,2008-03-14,129.610001
SPY,2008-03-13,131.649994
SPY,2008-03-12,131.360001
SPY,2008-03-11,132.600006
SPY,2008-03-10,128.00
SPY,2008-03-07,129.710007
SPY,2008-03-06,131.059998
SPY,2008-03-05,133.830002
SPY,2008-03-04,132.990005
SPY,2008-03-03,133.50
SPY,2008-02-29,133.820007
SPY,2008-02-28,136.869995
SPY,2008-02-27,138.220001
SPY,2008-02-26,138.360001
SPY,2008-02-25,137.330002
SPY,2008-02-22,135.619995
SPY,2008-02-21,134.789993
SPY,2008-02-20,135.919998
SPY,2008-02-19,135.520004
SPY,2008-02-15,135.139999
SPY,2008-02-14,135.169998
SPY,2008-02-13,136.369995
SPY,2008-02-12,134.990005
SPY,2008-02-11,133.75
SPY,2008-02-08,133.070007
SPY,2008-02-07,133.929993
SPY,2008-02-06,133.050003
SPY,2008-02-05,134.130005
SPY,2008-02-04,137.820007
SPY,2008-02-01,139.580002
SPY,2008-01-31,137.369995
SPY,2008-01-30,134.910004
SPY,2008-01-29,135.910004
SPY,2008-01-28,135.240005
SPY,2008-01-25,133.039993
SPY,2008-01-24,134.990005
SPY,2008-01-23,133.860001
SPY,2008-01-22,130.720001
SPY,2008-01-18,132.059998
SPY,2008-01-17,133.429993
SPY,2008-01-16,136.979996
SPY,2008-01-15,138.169998
SPY,2008-01-14,141.279999
SPY,2008-01-11,140.149994
SPY,2008-01-10,141.289993
SPY,2008-01-09,140.369995
SPY,2008-01-08,138.910004
SPY,2008-01-07,141.190002
SPY,2008-01-04,141.309998
SPY,2008-01-03,144.860001
SPY,2008-01-02,144.929993
SPY,2007-12-31,146.210007
SPY,2007-12-28,147.300003
SPY,2007-12-27,147.669998
SPY,2007-12-26,149.550003
SPY,2007-12-24,149.229996
SPY,2007-12-21,148.130005
SPY,2007-12-20,146.800003
SPY,2007-12-19,145.880005
SPY,2007-12-18,145.880005
SPY,2007-12-17,145.070007
SPY,2007-12-14,147.169998
SPY,2007-12-13,149.059998
SPY,2007-12-12,149.369995
SPY,2007-12-11,147.910004
SPY,2007-12-10,152.080002
SPY,2007-12-07,150.910004
SPY,2007-12-06,150.940002
SPY,2007-12-05,148.809998
SPY,2007-12-04,146.360001
SPY,2007-12-03,147.679993
SPY,2007-11-30,148.660004
SPY,2007-11-29,147.179993
SPY,2007-11-28,147.130005
SPY,2007-11-27,142.570007
SPY,2007-11-26,140.949997
SPY,2007-11-23,144.130005
SPY,2007-11-21,141.679993
SPY,2007-11-20,144.639999
SPY,2007-11-19,143.759995
SPY,2007-11-16,145.789993
SPY,2007-11-15,145.539993
SPY,2007-11-14,147.669998
SPY,2007-11-13,148.080002
SPY,2007-11-12,143.699997
SPY,2007-11-09,145.139999
SPY,2007-11-08,147.160004
SPY,2007-11-07,147.910004
SPY,2007-11-06,152.070007
SPY,2007-11-05,150.050003
SPY,2007-11-02,151.199997
SPY,2007-11-01,151.029999
SPY,2007-10-31,154.649994
SPY,2007-10-30,153.059998
SPY,2007-10-29,154.130005
SPY,2007-10-26,153.619995
SPY,2007-10-25,151.839996
SPY,2007-10-24,151.479996
SPY,2007-10-23,151.759995
SPY,2007-10-22,150.539993
SPY,2007-10-19,149.669998
SPY,2007-10-18,153.690002
SPY,2007-10-17,154.25
SPY,2007-10-16,153.779999
SPY,2007-10-15,155.009995
SPY,2007-10-12,156.330002
SPY,2007-10-11,155.470001
SPY,2007-10-10,156.220001
SPY,2007-10-09,156.479996
SPY,2007-10-08,155.020004
SPY,2007-10-05,155.850006
SPY,2007-10-04,154.020004
SPY,2007-10-03,153.779999
SPY,2007-10-02,154.089996
SPY,2007-10-01,154.300003
SPY,2007-09-28,152.580002
SPY,2007-09-27,153.089996
SPY,2007-09-26,152.190002
SPY,2007-09-25,151.389999
SPY,2007-09-24,151.690002
SPY,2007-09-21,151.970001
SPY,2007-09-20,152.279999
SPY,2007-09-19,153.360001
SPY,2007-09-18,152.460007
SPY,2007-09-17,148.100006
SPY,2007-09-14,148.899994
SPY,2007-09-13,148.910004
SPY,2007-09-12,147.869995
SPY,2007-09-11,147.490005
SPY,2007-09-10,145.789993
SPY,2007-09-07,146.070007
SPY,2007-09-06,148.130005
SPY,2007-09-05,147.789993
SPY,2007-09-04,149.080002
SPY,2007-08-31,147.589996
SPY,2007-08-30,146.149994
SPY,2007-08-29,146.539993
SPY,2007-08-28,143.720001
SPY,2007-08-27,146.949997
SPY,2007-08-24,148.330002
SPY,2007-08-23,146.520004
SPY,2007-08-22,146.649994
SPY,2007-08-21,144.929993
SPY,2007-08-20,144.639999
SPY,2007-08-17,144.710007
SPY,2007-08-16,142.100006
SPY,2007-08-15,141.039993
SPY,2007-08-14,143.009995
SPY,2007-08-13,145.229996
SPY,2007-08-10,144.710007
SPY,2007-08-09,145.389999
SPY,2007-08-08,149.830002
SPY,2007-08-07,147.770004
SPY,2007-08-06,146.210007
SPY,2007-08-03,143.800003
SPY,2007-08-02,147.600006
SPY,2007-08-01,146.429993
SPY,2007-07-31,145.720001
SPY,2007-07-30,147.380005
SPY,2007-07-27,145.110001
SPY,2007-07-26,148.020004
SPY,2007-07-25,151.610001
SPY,2007-07-24,151.300003
SPY,2007-07-23,153.970001
SPY,2007-07-20,153.50
SPY,2007-07-19,155.070007
SPY,2007-07-18,154.470001
SPY,2007-07-17,154.75
SPY,2007-07-16,154.830002
SPY,2007-07-13,154.850006
SPY,2007-07-12,154.389999
SPY,2007-07-11,151.990005
SPY,2007-07-10,150.919998
SPY,2007-07-09,153.100006
SPY,2007-07-06,152.979996
SPY,2007-07-05,152.179993
SPY,2007-07-03,152.339996
SPY,2007-07-02,151.789993
SPY,2007-06-29,150.429993
SPY,2007-06-28,150.380005
SPY,2007-06-27,150.399994
SPY,2007-06-26,148.289993
SPY,2007-06-25,149.830002
SPY,2007-06-22,150.550003
SPY,2007-06-21,151.979996
SPY,2007-06-20,151.139999
SPY,2007-06-19,153.270004
SPY,2007-06-18,152.889999
SPY,2007-06-15,153.070007
SPY,2007-06-14,152.860001
SPY,2007-06-13,151.889999
SPY,2007-06-12,149.649994
SPY,2007-06-11,151.300003
SPY,2007-06-08,151.039993
SPY,2007-06-07,149.100006
SPY,2007-06-06,151.839996
SPY,2007-06-05,153.490005
SPY,2007-06-04,154.100006
SPY,2007-06-01,154.080002
SPY,2007-05-31,153.320007
SPY,2007-05-30,153.479996
SPY,2007-05-29,152.240005
SPY,2007-05-25,151.690002
SPY,2007-05-24,151.059998
SPY,2007-05-23,152.440002
SPY,2007-05-22,152.419998
SPY,2007-05-21,152.539993
SPY,2007-05-18,152.619995
SPY,2007-05-17,151.300003
SPY,2007-05-16,151.600006
SPY,2007-05-15,150.570007
SPY,2007-05-14,150.529999
SPY,2007-05-11,150.860001
SPY,2007-05-10,149.580002
SPY,2007-05-09,151.160004
SPY,2007-05-08,150.75
SPY,2007-05-07,150.949997
SPY,2007-05-04,150.919998
SPY,2007-05-03,150.350006
SPY,2007-05-02,149.539993
SPY,2007-05-01,148.669998
SPY,2007-04-30,148.289993
SPY,2007-04-27,149.529999
SPY,2007-04-26,149.649994
SPY,2007-04-25,149.479996
SPY,2007-04-24,148.119995
SPY,2007-04-23,148.059998
SPY,2007-04-20,148.619995
SPY,2007-04-19,147.229996
SPY,2007-04-18,147.270004
SPY,2007-04-17,147.089996
SPY,2007-04-16,146.699997
SPY,2007-04-13,145.320007
SPY,2007-04-12,144.660004
SPY,2007-04-11,144.020004
SPY,2007-04-10,144.610001
SPY,2007-04-09,144.440002
SPY,2007-04-05,144.240005
SPY,2007-04-04,143.850006
SPY,2007-04-03,143.690002
SPY,2007-04-02,142.160004
SPY,2007-03-30,142.00
SPY,2007-03-29,141.970001
SPY,2007-03-28,141.820007
SPY,2007-03-27,142.860001
SPY,2007-03-26,143.199997
SPY,2007-03-23,143.389999
SPY,2007-03-22,143.179993
SPY,2007-03-21,143.289993
SPY,2007-03-20,140.970001
SPY,2007-03-19,140.199997
SPY,2007-03-16,138.529999
SPY,2007-03-15,139.470001
SPY,2007-03-14,139.279999
SPY,2007-03-13,138.25
SPY,2007-03-12,140.990005
SPY,2007-03-09,140.779999
SPY,2007-03-08,140.740005
SPY,2007-03-07,139.559998
SPY,2007-03-06,139.699997
SPY,2007-03-05,137.350006
SPY,2007-03-02,138.669998
SPY,2007-03-01,140.509995
SPY,2007-02-28,140.929993
SPY,2007-02-27,139.50
SPY,2007-02-26,145.169998
SPY,2007-02-23,145.300003
SPY,2007-02-22,145.869995
SPY,2007-02-21,145.979996
SPY,2007-02-20,146.039993
SPY,2007-02-16,145.729996
SPY,2007-02-15,145.800003
SPY,2007-02-14,145.610001
SPY,2007-02-13,144.660004
SPY,2007-02-12,143.449997
SPY,2007-02-09,143.940002
SPY,2007-02-08,145.020004
SPY,2007-02-07,145.210007
SPY,2007-02-06,144.889999
SPY,2007-02-05,144.850006
SPY,2007-02-02,144.809998
SPY,2007-02-01,144.610001
SPY,2007-01-31,143.75
SPY,2007-01-30,142.789993
SPY,2007-01-29,142.050003
SPY,2007-01-26,142.130005
SPY,2007-01-25,142.259995
SPY,2007-01-24,143.949997
SPY,2007-01-23,142.800003
SPY,2007-01-22,142.380005
SPY,2007-01-19,142.820007
SPY,2007-01-18,142.539993
SPY,2007-01-17,143.020004
SPY,2007-01-16,142.960007
SPY,2007-01-12,143.240005
SPY,2007-01-11,142.160004
SPY,2007-01-10,141.539993
SPY,2007-01-09,141.070007
SPY,2007-01-08,141.190002
SPY,2007-01-05,140.539993
SPY,2007-01-04,141.669998
SPY,2007-01-03,141.369995
SPY,2006-12-29,141.619995
SPY,2006-12-28,142.210007
SPY,2006-12-27,142.509995
SPY,2006-12-26,141.580002
SPY,2006-12-22,140.75
SPY,2006-12-21,141.619995
SPY,2006-12-20,142.139999
SPY,2006-12-19,142.220001
SPY,2006-12-18,141.949997
SPY,2006-12-15,142.339996
SPY,2006-12-14,143.119995
SPY,2006-12-13,141.869995
SPY,2006-12-12,141.720001
SPY,2006-12-11,141.830002
SPY,2006-12-08,141.419998
SPY,2006-12-07,141.160004
SPY,2006-12-06,141.779999
SPY,2006-12-05,141.899994
SPY,2006-12-04,141.289993
SPY,2006-12-01,140.220001
SPY,2006-11-30,140.529999
SPY,2006-11-29,140.470001
SPY,2006-11-28,139.020004
SPY,2006-11-27,138.419998
SPY,2006-11-24,140.350006
SPY,2006-11-22,140.919998
SPY,2006-11-21,140.639999
SPY,2006-11-20,140.50
SPY,2006-11-17,140.419998
SPY,2006-11-16,140.380005
SPY,2006-11-15,140.020004
SPY,2006-11-14,139.619995
SPY,2006-11-13,138.580002
SPY,2006-11-10,138.240005
SPY,2006-11-09,138.179993
SPY,2006-11-08,138.910004
SPY,2006-11-07,138.610001
SPY,2006-11-06,138.080002
SPY,2006-11-03,136.539993
SPY,2006-11-02,136.779999
SPY,2006-11-01,136.860001
SPY,2006-10-31,137.789993
SPY,2006-10-30,137.809998
SPY,2006-10-27,137.910004
SPY,2006-10-26,138.779999
SPY,2006-10-25,138.350006
SPY,2006-10-24,137.880005
SPY,2006-10-23,137.470001
SPY,2006-10-20,136.839996
SPY,2006-10-19,136.809998
SPY,2006-10-18,136.589996
SPY,2006-10-17,136.410004
SPY,2006-10-16,136.839996
SPY,2006-10-13,136.630005
SPY,2006-10-12,136.279999
SPY,2006-10-11,135.110001
SPY,2006-10-10,135.270004
SPY,2006-10-09,135.089996
SPY,2006-10-06,135.009995
SPY,2006-10-05,135.179993
SPY,2006-10-04,134.919998
SPY,2006-10-03,133.360001
SPY,2006-10-02,133.080002
SPY,2006-09-29,133.580002
SPY,2006-09-28,133.690002
SPY,2006-09-27,133.740005
SPY,2006-09-26,133.580002
SPY,2006-09-25,132.479996
SPY,2006-09-22,131.470001
SPY,2006-09-21,131.869995
SPY,2006-09-20,132.509995
SPY,2006-09-19,131.809998
SPY,2006-09-18,132.139999
SPY,2006-09-15,131.960007
SPY,2006-09-14,132.229996
SPY,2006-09-13,132.220001
SPY,2006-09-12,131.690002
SPY,2006-09-11,130.410004
SPY,2006-09-08,130.279999
SPY,2006-09-07,129.910004
SPY,2006-09-06,130.509995
SPY,2006-09-05,131.669998
SPY,2006-09-01,131.419998
SPY,2006-08-31,130.639999
SPY,2006-08-30,130.660004
SPY,2006-08-29,130.580002
SPY,2006-08-28,130.429993
SPY,2006-08-25,129.809998
SPY,2006-08-24,129.649994
SPY,2006-08-23,129.759995
SPY,2006-08-22,130.119995
SPY,2006-08-21,130.130005
SPY,2006-08-18,130.690002
SPY,2006-08-17,130.029999
SPY,2006-08-16,129.699997
SPY,2006-08-15,128.630005
SPY,2006-08-14,127.110001
SPY,2006-08-11,127.010002
SPY,2006-08-10,127.370003
SPY,2006-08-09,126.980003
SPY,2006-08-08,127.410004
SPY,2006-08-07,127.900002
SPY,2006-08-04,128.199997
SPY,2006-08-03,128.419998
SPY,2006-08-02,128.080002
SPY,2006-08-01,127.220001
SPY,2006-07-31,127.849998
SPY,2006-07-28,127.980003
SPY,2006-07-27,126.709999
SPY,2006-07-26,126.830002
SPY,2006-07-25,126.660004
SPY,2006-07-24,126.209999
SPY,2006-07-21,123.949997
SPY,2006-07-20,124.830002
SPY,2006-07-19,125.690002
SPY,2006-07-18,123.970001
SPY,2006-07-17,123.339996
SPY,2006-07-14,123.519997
SPY,2006-07-13,124.00
SPY,2006-07-12,126.050003
SPY,2006-07-11,127.410004
SPY,2006-07-10,126.849998
SPY,2006-07-07,126.610001
SPY,2006-07-06,127.440002
SPY,2006-07-05,127.07
SPY,2006-07-03,127.800003
SPY,2006-06-30,127.279999
SPY,2006-06-29,127.269997
SPY,2006-06-28,124.75
SPY,2006-06-27,123.910004
SPY,2006-06-26,124.989998
SPY,2006-06-23,124.440002
SPY,2006-06-22,124.459999
SPY,2006-06-21,125.010002
SPY,2006-06-20,124.089996
SPY,2006-06-19,123.669998
SPY,2006-06-16,124.650002
SPY,2006-06-15,126.120003
SPY,2006-06-14,123.50
SPY,2006-06-13,122.550003
SPY,2006-06-12,123.989998
SPY,2006-06-09,125.349998
SPY,2006-06-08,125.75
SPY,2006-06-07,125.860001
SPY,2006-06-06,126.809998
SPY,2006-06-05,127.120003
SPY,2006-06-02,129.00
SPY,2006-06-01,128.729996
SPY,2006-05-31,127.510002
SPY,2006-05-30,126.099998
SPY,2006-05-26,128.380005
SPY,2006-05-25,127.730003
SPY,2006-05-24,126.169998
SPY,2006-05-23,125.169998
SPY,2006-05-22,126.129997
SPY,2006-05-19,127.099998
SPY,2006-05-18,126.209999
SPY,2006-05-17,126.849998
SPY,2006-05-16,129.309998
SPY,2006-05-15,129.50
SPY,2006-05-12,129.240005
SPY,2006-05-11,130.949997
SPY,2006-05-10,132.550003
SPY,2006-05-09,132.619995
SPY,2006-05-08,132.360001
SPY,2006-05-05,132.520004
SPY,2006-05-04,131.360001
SPY,2006-05-03,130.889999
SPY,2006-05-02,131.380005
SPY,2006-05-01,130.399994
SPY,2006-04-28,131.470001
SPY,2006-04-27,131.029999
SPY,2006-04-26,130.399994
SPY,2006-04-25,130.369995
SPY,2006-04-24,130.910004
SPY,2006-04-21,131.149994
SPY,2006-04-20,131.130005
SPY,2006-04-19,130.949997
SPY,2006-04-18,130.699997
SPY,2006-04-17,128.660004
SPY,2006-04-13,128.710007
SPY,2006-04-12,128.880005
SPY,2006-04-11,128.639999
SPY,2006-04-10,129.740005
SPY,2006-04-07,129.539993
SPY,2006-04-06,130.869995
SPY,2006-04-05,131.009995
SPY,2006-04-04,130.559998
SPY,2006-04-03,129.729996
SPY,2006-03-31,129.830002
SPY,2006-03-30,129.800003
SPY,2006-03-29,130.029999
SPY,2006-03-28,129.220001
SPY,2006-03-27,130.020004
SPY,2006-03-24,130.210007
SPY,2006-03-23,130.110001
SPY,2006-03-22,130.380005
SPY,2006-03-21,129.589996
SPY,2006-03-20,130.410004
SPY,2006-03-17,130.619995
SPY,2006-03-16,131.029999
SPY,2006-03-15,130.759995
SPY,2006-03-14,130.179993
SPY,2006-03-13,128.830002
SPY,2006-03-10,128.589996
SPY,2006-03-09,127.379997
SPY,2006-03-08,128.240005
SPY,2006-03-07,127.970001
SPY,2006-03-06,128.169998
SPY,2006-03-03,128.759995
SPY,2006-03-02,129.360001
SPY,2006-03-01,129.369995
SPY,2006-02-28,128.229996
SPY,2006-02-27,129.460007
SPY,2006-02-24,129.410004
SPY,2006-02-23,129.080002
SPY,2006-02-22,129.270004
SPY,2006-02-21,128.490005
SPY,2006-02-17,128.809998
SPY,2006-02-16,129.160004
SPY,2006-02-15,128.199997
SPY,2006-02-14,127.75
SPY,2006-02-13,126.410004
SPY,2006-02-10,126.639999
SPY,2006-02-09,126.410004
SPY,2006-02-08,126.620003
SPY,2006-02-07,125.480003
SPY,2006-02-06,126.599998
SPY,2006-02-03,126.269997
SPY,2006-02-02,126.900002
SPY,2006-02-01,128.389999
SPY,2006-01-31,127.50
SPY,2006-01-30,128.440002
SPY,2006-01-27,128.539993
SPY,2006-01-26,127.360001
SPY,2006-01-25,126.660004
SPY,2006-01-24,126.550003
SPY,2006-01-23,126.419998
SPY,2006-01-20,125.970001
SPY,2006-01-19,128.309998
SPY,2006-01-18,127.82
SPY,2006-01-17,128.330002
SPY,2006-01-13,128.679993
SPY,2006-01-12,128.800003
SPY,2006-01-11,129.309998
SPY,2006-01-10,128.899994
SPY,2006-01-09,128.770004
SPY,2006-01-06,128.440002
SPY,2006-01-05,127.379997
SPY,2006-01-04,127.300003
SPY,2006-01-03,126.699997
SPY,2005-12-30,124.510002
SPY,2005-12-29,125.190002
SPY,2005-12-28,125.75
SPY,2005-12-27,125.470001
SPY,2005-12-23,126.760002
SPY,2005-12-22,126.690002
SPY,2005-12-21,126.029999
SPY,2005-12-20,125.830002
SPY,2005-12-19,125.709999
SPY,2005-12-16,126.360001
SPY,2005-12-15,127.440002
SPY,2005-12-14,127.809998
SPY,2005-12-13,127.309998
SPY,2005-12-12,126.449997
SPY,2005-12-09,126.330002
SPY,2005-12-08,126.00
SPY,2005-12-07,126.080002
SPY,2005-12-06,126.82
SPY,2005-12-05,126.580002
SPY,2005-12-02,126.849998
SPY,2005-12-01,126.690002
SPY,2005-11-30,125.410004
SPY,2005-11-29,126.089996
SPY,2005-11-28,126.230003
SPY,2005-11-25,127.129997
SPY,2005-11-23,127.029999
SPY,2005-11-22,126.300003
SPY,2005-11-21,125.760002
SPY,2005-11-18,125.129997
SPY,2005-11-17,124.639999
SPY,2005-11-16,123.489998
SPY,2005-11-15,123.239998
SPY,2005-11-14,123.690002
SPY,2005-11-11,123.760002
SPY,2005-11-10,123.339996
SPY,2005-11-09,122.389999
SPY,2005-11-08,122.230003
SPY,2005-11-07,122.230003
SPY,2005-11-04,122.110001
SPY,2005-11-03,122.269997
SPY,2005-11-02,121.75
SPY,2005-11-01,120.489998
SPY,2005-10-31,120.129997
SPY,2005-10-28,119.800003
SPY,2005-10-27,118.099998
SPY,2005-10-26,119.370003
SPY,2005-10-25,119.720001
SPY,2005-10-24,119.959999
SPY,2005-10-21,118.129997
SPY,2005-10-20,117.669998
SPY,2005-10-19,119.779999
SPY,2005-10-18,117.82
SPY,2005-10-17,119.110001
SPY,2005-10-14,118.669998
SPY,2005-10-13,117.43
SPY,2005-10-12,117.50
SPY,2005-10-11,118.43
SPY,2005-10-10,118.599998
SPY,2005-10-07,119.610001
SPY,2005-10-06,119.199997
SPY,2005-10-05,119.629997
SPY,2005-10-04,121.220001
SPY,2005-10-03,122.599998
SPY,2005-09-30,123.040001
SPY,2005-09-29,122.660004
SPY,2005-09-28,121.669998
SPY,2005-09-27,121.550003
SPY,2005-09-26,121.580002
SPY,2005-09-23,121.440002
SPY,2005-09-22,121.339996
SPY,2005-09-21,120.910004
SPY,2005-09-20,122.050003
SPY,2005-09-19,123.089996
SPY,2005-09-16,123.50
SPY,2005-09-15,123.150002
SPY,2005-09-14,123.209999
SPY,2005-09-13,123.660004
SPY,2005-09-12,124.349998
SPY,2005-09-09,124.599998
