tkr,cdate,cp
SPY,2012-08-27,141.539993
SPY,2012-08-24,141.509995
SPY,2012-08-23,140.660004
SPY,2012-08-22,141.820007
SPY,2012-08-21,141.759995
SPY,2012-08-20,142.190002
SPY,2012-08-17,142.179993
SPY,2012-08-16,141.990005
SPY,2012-08-15,140.949997
SPY,2012-08-14,140.789993
SPY,2012-08-13,140.770004
SPY,2012-08-10,140.839996
SPY,2012-08-09,140.610001
SPY,2012-08-08,140.490005
SPY,2012-08-07,140.320007
SPY,2012-08-06,139.619995
SPY,2012-08-03,139.350006
SPY,2012-08-02,136.639999
SPY,2012-08-01,137.589996
SPY,2012-07-31,137.710007
SPY,2012-07-30,138.679993
SPY,2012-07-27,138.679993
SPY,2012-07-26,136.169998
SPY,2012-07-25,133.960007
SPY,2012-07-24,133.929993
SPY,2012-07-23,135.089996
SPY,2012-07-20,136.470001
SPY,2012-07-19,137.729996
SPY,2012-07-18,137.369995
SPY,2012-07-17,136.360001
SPY,2012-07-16,135.429993
SPY,2012-07-13,135.75
SPY,2012-07-12,133.509995
SPY,2012-07-11,134.160004
SPY,2012-07-10,134.139999
SPY,2012-07-09,135.320007
SPY,2012-07-06,135.490005
SPY,2012-07-05,136.789993
SPY,2012-07-03,137.410004
SPY,2012-07-02,136.509995
SPY,2012-06-29,136.100006
SPY,2012-06-28,132.789993
SPY,2012-06-27,133.169998
SPY,2012-06-26,131.979996
SPY,2012-06-25,131.320007
SPY,2012-06-22,133.460007
SPY,2012-06-21,132.440002
SPY,2012-06-20,135.479996
SPY,2012-06-19,135.699997
SPY,2012-06-18,134.399994
SPY,2012-06-15,134.139999
SPY,2012-06-14,133.470001
SPY,2012-06-13,132.070007
SPY,2012-06-12,132.919998
SPY,2012-06-11,131.410004
SPY,2012-06-08,133.100006
SPY,2012-06-07,132.050003
SPY,2012-06-06,131.970001
SPY,2012-06-05,129.070007
SPY,2012-06-04,128.100006
SPY,2012-06-01,128.160004
SPY,2012-05-31,131.470001
SPY,2012-05-30,131.759995
SPY,2012-05-29,133.699997
SPY,2012-05-25,132.100006
SPY,2012-05-24,132.529999
SPY,2012-05-23,132.270004
SPY,2012-05-22,132.199997
SPY,2012-05-21,131.970001
SPY,2012-05-18,129.740005
SPY,2012-05-17,130.860001
SPY,2012-05-16,132.830002
SPY,2012-05-15,133.339996
SPY,2012-05-14,134.110001
SPY,2012-05-11,135.610001
SPY,2012-05-10,136.020004
SPY,2012-05-09,135.740005
SPY,2012-05-08,136.550003
SPY,2012-05-07,137.100006
SPY,2012-05-04,137.00
SPY,2012-05-03,139.25
SPY,2012-05-02,140.320007
SPY,2012-05-01,140.740005
SPY,2012-04-30,139.869995
SPY,2012-04-27,140.389999
SPY,2012-04-26,140.160004
SPY,2012-04-25,139.190002
SPY,2012-04-24,137.309998
SPY,2012-04-23,136.789993
SPY,2012-04-20,137.949997
SPY,2012-04-19,137.720001
SPY,2012-04-18,138.610001
SPY,2012-04-17,139.080002
SPY,2012-04-16,137.050003
SPY,2012-04-13,137.139999
SPY,2012-04-12,138.789993
SPY,2012-04-11,137.00
SPY,2012-04-10,135.899994
SPY,2012-04-09,138.220001
SPY,2012-04-05,139.789993
SPY,2012-04-04,139.860001
SPY,2012-04-03,141.259995
SPY,2012-04-02,141.839996
SPY,2012-03-30,140.809998
SPY,2012-03-29,140.229996
SPY,2012-03-28,140.470001
SPY,2012-03-27,141.169998
SPY,2012-03-26,141.610001
SPY,2012-03-23,139.649994
SPY,2012-03-22,139.199997
SPY,2012-03-21,140.210007
SPY,2012-03-20,140.440002
SPY,2012-03-19,140.850006
SPY,2012-03-16,140.300003
SPY,2012-03-15,140.720001
SPY,2012-03-14,139.910004
SPY,2012-03-13,140.059998
SPY,2012-03-12,137.580002
SPY,2012-03-09,137.570007
SPY,2012-03-08,137.039993
SPY,2012-03-07,135.690002
SPY,2012-03-06,134.75
SPY,2012-03-05,136.75
SPY,2012-03-02,137.309998
SPY,2012-03-01,137.729996
SPY,2012-02-29,137.020004
SPY,2012-02-28,137.559998
SPY,2012-02-27,137.160004
SPY,2012-02-24,136.929993
SPY,2012-02-23,136.630005
SPY,2012-02-22,136.029999
SPY,2012-02-21,136.470001
SPY,2012-02-17,136.410004
SPY,2012-02-16,136.050003
SPY,2012-02-15,134.559998
SPY,2012-02-14,135.190002
SPY,2012-02-13,135.360001
SPY,2012-02-10,134.360001
SPY,2012-02-09,135.360001
SPY,2012-02-08,135.190002
SPY,2012-02-07,134.789993
SPY,2012-02-06,134.449997
SPY,2012-02-03,134.539993
SPY,2012-02-02,132.679993
SPY,2012-02-01,132.470001
SPY,2012-01-31,131.320007
SPY,2012-01-30,131.369995
SPY,2012-01-27,131.820007
SPY,2012-01-26,131.880005
SPY,2012-01-25,132.559998
SPY,2012-01-24,131.460007
SPY,2012-01-23,131.610001
SPY,2012-01-20,131.949997
SPY,2012-01-19,131.460007
SPY,2012-01-18,130.770004
SPY,2012-01-17,129.339996
SPY,2012-01-13,128.839996
SPY,2012-01-12,129.509995
SPY,2012-01-11,129.199997
SPY,2012-01-10,129.130005
SPY,2012-01-09,128.020004
SPY,2012-01-06,127.709999
SPY,2012-01-05,128.039993
SPY,2012-01-04,127.699997
SPY,2012-01-03,127.50
SPY,2011-12-30,125.50
SPY,2011-12-29,126.120003
SPY,2011-12-28,124.830002
SPY,2011-12-27,126.489998
SPY,2011-12-23,126.389999
SPY,2011-12-22,125.269997
SPY,2011-12-21,124.169998
SPY,2011-12-20,123.93
SPY,2011-12-19,120.290001
SPY,2011-12-16,121.589996
SPY,2011-12-15,122.18
SPY,2011-12-14,121.739998
SPY,2011-12-13,123.050003
SPY,2011-12-12,124.209999
SPY,2011-12-09,126.050003
SPY,2011-12-08,123.949997
SPY,2011-12-07,126.730003
SPY,2011-12-06,126.260002
SPY,2011-12-05,126.220001
SPY,2011-12-02,124.860001
SPY,2011-12-01,124.970001
SPY,2011-11-30,124.989998
SPY,2011-11-29,120.050003
SPY,2011-11-28,119.709999
SPY,2011-11-25,116.339996
SPY,2011-11-23,116.559998
SPY,2011-11-22,119.190002
SPY,2011-11-21,119.660004
SPY,2011-11-18,121.980003
SPY,2011-11-17,122.110001
SPY,2011-11-16,124.080002
SPY,2011-11-15,126.080002
SPY,2011-11-14,125.459999
SPY,2011-11-11,126.660004
SPY,2011-11-10,124.32
SPY,2011-11-09,123.160004
SPY,2011-11-08,127.879997
SPY,2011-11-07,126.260002
SPY,2011-11-04,125.480003
SPY,2011-11-03,126.25
SPY,2011-11-02,123.989998
SPY,2011-11-01,122.00
SPY,2011-10-31,125.50
SPY,2011-10-28,128.600006
SPY,2011-10-27,128.630005
SPY,2011-10-26,124.300003
SPY,2011-10-25,123.050003
SPY,2011-10-24,125.489998
SPY,2011-10-21,123.970001
SPY,2011-10-20,121.660004
SPY,2011-10-19,121.129997
SPY,2011-10-18,122.580002
SPY,2011-10-17,120.230003
SPY,2011-10-14,122.57
SPY,2011-10-13,120.510002
SPY,2011-10-12,120.75
SPY,2011-10-11,119.699997
SPY,2011-10-10,119.580002
SPY,2011-10-07,115.709999
SPY,2011-10-06,116.489998
SPY,2011-10-05,114.419998
SPY,2011-10-04,112.339996
SPY,2011-10-03,109.93
SPY,2011-09-30,113.150002
SPY,2011-09-29,116.050003
SPY,2011-09-28,115.139999
SPY,2011-09-27,117.540001
SPY,2011-09-26,116.239998
SPY,2011-09-23,113.540001
SPY,2011-09-22,112.860001
SPY,2011-09-21,116.629997
SPY,2011-09-20,120.169998
SPY,2011-09-19,120.309998
SPY,2011-09-16,121.519997
SPY,2011-09-15,121.43
SPY,2011-09-14,119.370003
SPY,2011-09-13,117.739998
SPY,2011-09-12,116.669998
SPY,2011-09-09,115.919998
SPY,2011-09-08,119.040001
SPY,2011-09-07,120.290001
SPY,2011-09-06,116.989998
SPY,2011-09-02,117.849998
SPY,2011-09-01,120.940002
SPY,2011-08-31,122.220001
SPY,2011-08-30,121.68
SPY,2011-08-29,121.360001
SPY,2011-08-26,117.970001
SPY,2011-08-25,116.279999
SPY,2011-08-24,118.080002
SPY,2011-08-23,116.440002
SPY,2011-08-22,112.730003
SPY,2011-08-19,112.639999
SPY,2011-08-18,114.510002
SPY,2011-08-17,119.669998
SPY,2011-08-16,119.589996
SPY,2011-08-15,120.620003
SPY,2011-08-12,118.120003
SPY,2011-08-11,117.330002
SPY,2011-08-10,112.290001
SPY,2011-08-09,117.480003
SPY,2011-08-08,112.260002
SPY,2011-08-05,120.080002
SPY,2011-08-04,120.260002
SPY,2011-08-03,126.169998
SPY,2011-08-02,125.489998
SPY,2011-08-01,128.779999
SPY,2011-07-29,129.330002
SPY,2011-07-28,130.220001
SPY,2011-07-27,130.600006
SPY,2011-07-26,133.330002
SPY,2011-07-25,133.830002
SPY,2011-07-22,134.580002
SPY,2011-07-21,134.490005
SPY,2011-07-20,132.649994
SPY,2011-07-19,132.729996
SPY,2011-07-18,130.610001
SPY,2011-07-15,131.690002
SPY,2011-07-14,130.929993
SPY,2011-07-13,131.839996
SPY,2011-07-12,131.399994
SPY,2011-07-11,131.970001
SPY,2011-07-08,134.399994
SPY,2011-07-07,135.360001
SPY,2011-07-06,133.970001
SPY,2011-07-05,133.809998
SPY,2011-07-01,133.919998
SPY,2011-06-30,131.970001
SPY,2011-06-29,130.720001
SPY,2011-06-28,129.610001
SPY,2011-06-27,127.940002
SPY,2011-06-24,126.809998
SPY,2011-06-23,128.300003
SPY,2011-06-22,128.669998
SPY,2011-06-21,129.449997
SPY,2011-06-20,127.699997
SPY,2011-06-17,127.050003
SPY,2011-06-16,127.300003
SPY,2011-06-15,127.019997
SPY,2011-06-14,129.320007
SPY,2011-06-13,127.699997
SPY,2011-06-10,127.599998
SPY,2011-06-09,129.399994
SPY,2011-06-08,128.419998
SPY,2011-06-07,128.960007
SPY,2011-06-06,129.039993
SPY,2011-06-03,130.419998
SPY,2011-06-02,131.729996
SPY,2011-06-01,131.869995
SPY,2011-05-31,134.899994
SPY,2011-05-27,133.509995
SPY,2011-05-26,133.00
SPY,2011-05-25,132.389999
SPY,2011-05-24,131.949997
SPY,2011-05-23,132.059998
SPY,2011-05-20,133.610001
SPY,2011-05-19,134.679993
SPY,2011-05-18,134.360001
SPY,2011-05-17,133.169998
SPY,2011-05-16,133.190002
SPY,2011-05-13,134.039993
SPY,2011-05-12,135.080002
SPY,2011-05-11,134.440002
SPY,2011-05-10,135.869995
SPY,2011-05-09,134.720001
SPY,2011-05-06,134.199997
SPY,2011-05-05,133.610001
SPY,2011-05-04,134.830002
SPY,2011-05-03,135.729996
SPY,2011-05-02,136.220001
SPY,2011-04-29,136.429993
SPY,2011-04-28,136.110001
SPY,2011-04-27,135.669998
SPY,2011-04-26,134.789993
SPY,2011-04-25,133.639999
SPY,2011-04-21,133.779999
SPY,2011-04-20,133.100006
SPY,2011-04-19,131.309998
SPY,2011-04-18,130.559998
SPY,2011-04-15,132.039993
SPY,2011-04-14,131.559998
SPY,2011-04-13,131.460007
SPY,2011-04-12,131.470001
SPY,2011-04-11,132.460007
SPY,2011-04-08,132.860001
SPY,2011-04-07,133.320007
SPY,2011-04-06,133.660004
SPY,2011-04-05,133.240005
SPY,2011-04-04,133.259995
SPY,2011-04-01,133.149994
SPY,2011-03-31,132.589996
SPY,2011-03-30,132.770004
SPY,2011-03-29,131.860001
SPY,2011-03-28,130.979996
SPY,2011-03-25,131.300003
SPY,2011-03-24,130.899994
SPY,2011-03-23,129.660004
SPY,2011-03-22,129.289993
SPY,2011-03-21,129.740005
SPY,2011-03-18,127.760002
SPY,2011-03-17,127.849998
SPY,2011-03-16,126.18
SPY,2011-03-15,128.559998
SPY,2011-03-14,130.050003
SPY,2011-03-11,130.839996
SPY,2011-03-10,129.940002
SPY,2011-03-09,132.389999
SPY,2011-03-08,132.580002
SPY,2011-03-07,131.429993
SPY,2011-03-04,132.470001
SPY,2011-03-03,133.470001
SPY,2011-03-02,131.210007
SPY,2011-03-01,130.929993
SPY,2011-02-28,133.149994
SPY,2011-02-25,132.330002
SPY,2011-02-24,130.929993
SPY,2011-02-23,131.020004
SPY,2011-02-22,131.830002
SPY,2011-02-18,134.529999
SPY,2011-02-17,134.25
SPY,2011-02-16,133.850006
SPY,2011-02-15,133.009995
SPY,2011-02-14,133.429993
SPY,2011-02-11,133.110001
SPY,2011-02-10,132.320007
SPY,2011-02-09,132.270004
SPY,2011-02-08,132.570007
SPY,2011-02-07,131.970001
SPY,2011-02-04,131.149994
SPY,2011-02-03,130.779999
SPY,2011-02-02,130.490005
SPY,2011-02-01,130.740005
SPY,2011-01-31,128.679993
SPY,2011-01-28,127.720001
SPY,2011-01-27,129.990005
SPY,2011-01-26,129.669998
SPY,2011-01-25,129.169998
SPY,2011-01-24,129.100006
SPY,2011-01-21,128.369995
SPY,2011-01-20,128.080002
SPY,2011-01-19,128.25
SPY,2011-01-18,129.520004
SPY,2011-01-14,129.300003
SPY,2011-01-13,128.369995
SPY,2011-01-12,128.580002
SPY,2011-01-11,127.43
SPY,2011-01-10,126.980003
SPY,2011-01-07,127.139999
SPY,2011-01-06,127.389999
SPY,2011-01-05,127.639999
SPY,2011-01-04,126.980003
SPY,2011-01-03,127.050003
SPY,2010-12-31,125.75
SPY,2010-12-30,125.720001
SPY,2010-12-29,125.919998
SPY,2010-12-28,125.830002
SPY,2010-12-27,125.650002
SPY,2010-12-23,125.599998
SPY,2010-12-22,125.779999
SPY,2010-12-21,125.389999
SPY,2010-12-20,124.599998
SPY,2010-12-17,124.300003
SPY,2010-12-16,124.82
SPY,2010-12-15,124.099998
SPY,2010-12-14,124.669998
SPY,2010-12-13,124.559998
SPY,2010-12-10,124.480003
SPY,2010-12-09,123.760002
SPY,2010-12-08,123.279999
SPY,2010-12-07,122.830002
SPY,2010-12-06,122.760002
SPY,2010-12-03,122.889999
SPY,2010-12-02,122.559998
SPY,2010-12-01,121.010002
SPY,2010-11-30,118.489998
SPY,2010-11-29,119.160004
SPY,2010-11-26,118.800003
SPY,2010-11-24,120.199997
SPY,2010-11-23,118.449997
SPY,2010-11-22,120.190002
SPY,2010-11-19,120.290001
SPY,2010-11-18,119.959999
SPY,2010-11-17,118.220001
SPY,2010-11-16,118.160004
SPY,2010-11-15,120.029999
SPY,2010-11-12,120.199997
SPY,2010-11-11,121.639999
SPY,2010-11-10,122.099998
SPY,2010-11-09,121.610001
SPY,2010-11-08,122.489998
SPY,2010-11-05,122.720001
SPY,2010-11-04,122.260002
SPY,2010-11-03,119.949997
SPY,2010-11-02,119.470001
SPY,2010-11-01,118.529999
SPY,2010-10-29,118.489998
SPY,2010-10-28,118.400002
SPY,2010-10-27,118.379997
SPY,2010-10-26,118.720001
SPY,2010-10-25,118.699997
SPY,2010-10-22,118.349998
SPY,2010-10-21,118.129997
SPY,2010-10-20,117.870003
SPY,2010-10-19,116.730003
SPY,2010-10-18,118.279999
SPY,2010-10-15,117.699997
SPY,2010-10-14,117.459999
SPY,2010-10-13,117.919998
SPY,2010-10-12,117.010002
SPY,2010-10-11,116.650002
SPY,2010-10-08,116.540001
SPY,2010-10-07,115.889999
SPY,2010-10-06,116.029999
SPY,2010-10-05,116.040001
SPY,2010-10-04,113.75
SPY,2010-10-01,114.610001
SPY,2010-09-30,114.129997
SPY,2010-09-29,114.470001
SPY,2010-09-28,114.669998
SPY,2010-09-27,114.269997
SPY,2010-09-24,114.82
SPY,2010-09-23,112.50
SPY,2010-09-22,113.419998
SPY,2010-09-21,113.980003
SPY,2010-09-20,114.209999
SPY,2010-09-17,112.489998
SPY,2010-09-16,113.050003
SPY,2010-09-15,113.080002
SPY,2010-09-14,112.650002
SPY,2010-09-13,112.720001
SPY,2010-09-10,111.480003
SPY,2010-09-09,110.919998
SPY,2010-09-08,110.410004
SPY,2010-09-07,109.639999
SPY,2010-09-03,110.889999
SPY,2010-09-02,109.470001
SPY,2010-09-01,108.459999
SPY,2010-08-31,105.309998
SPY,2010-08-30,105.309998
SPY,2010-08-27,106.860001
SPY,2010-08-26,105.230003
SPY,2010-08-25,105.940002
SPY,2010-08-24,105.529999
SPY,2010-08-23,107.120003
SPY,2010-08-20,107.529999
SPY,2010-08-19,107.879997
SPY,2010-08-18,109.790001
SPY,2010-08-17,109.589996
SPY,2010-08-16,108.260002
SPY,2010-08-13,108.309998
SPY,2010-08-12,108.629997
SPY,2010-08-11,109.300003
SPY,2010-08-10,112.379997
SPY,2010-08-09,112.989998
SPY,2010-08-06,112.389999
SPY,2010-08-05,112.849998
SPY,2010-08-04,112.970001
SPY,2010-08-03,112.220001
SPY,2010-08-02,112.760002
SPY,2010-07-30,110.269997
SPY,2010-07-29,110.290001
SPY,2010-07-28,110.830002
SPY,2010-07-27,111.550003
SPY,2010-07-26,111.559998
SPY,2010-07-23,110.410004
SPY,2010-07-22,109.459999
SPY,2010-07-21,107.07
SPY,2010-07-20,108.480003
SPY,2010-07-19,107.290001
SPY,2010-07-16,106.660004
SPY,2010-07-15,109.68
SPY,2010-07-14,109.650002
SPY,2010-07-13,109.660004
SPY,2010-07-12,108.029999
SPY,2010-07-09,107.959999
SPY,2010-07-08,107.160004
SPY,2010-07-07,106.110001
SPY,2010-07-06,102.870003
SPY,2010-07-02,102.199997
SPY,2010-07-01,102.760002
SPY,2010-06-30,103.220001
SPY,2010-06-29,104.209999
SPY,2010-06-28,107.529999
SPY,2010-06-25,107.870003
SPY,2010-06-24,107.419998
SPY,2010-06-23,109.230003
SPY,2010-06-22,109.57
SPY,2010-06-21,111.410004
SPY,2010-06-18,111.730003
SPY,2010-06-17,112.139999
SPY,2010-06-16,111.959999
SPY,2010-06-15,112.00
SPY,2010-06-14,109.510002
SPY,2010-06-11,109.68
SPY,2010-06-10,109.150002
SPY,2010-06-09,106.050003
SPY,2010-06-08,106.620003
SPY,2010-06-07,105.489998
SPY,2010-06-04,106.82
SPY,2010-06-03,110.709999
SPY,2010-06-02,110.330002
SPY,2010-06-01,107.529999
SPY,2010-05-28,109.370003
SPY,2010-05-27,110.760002
SPY,2010-05-26,107.169998
SPY,2010-05-25,107.82
SPY,2010-05-24,107.709999
SPY,2010-05-21,109.110001
SPY,2010-05-20,107.540001
SPY,2010-05-19,111.760002
SPY,2010-05-18,112.400002
SPY,2010-05-17,113.949997
SPY,2010-05-14,113.889999
SPY,2010-05-13,115.989998
SPY,2010-05-12,117.449997
SPY,2010-05-11,115.830002
SPY,2010-05-10,116.160004
SPY,2010-05-07,111.260002
SPY,2010-05-06,112.940002
SPY,2010-05-05,116.82
SPY,2010-05-04,117.519997
SPY,2010-05-03,120.349998
SPY,2010-04-30,118.809998
SPY,2010-04-29,120.860001
SPY,2010-04-28,119.379997
SPY,2010-04-27,118.480003
SPY,2010-04-26,121.349998
SPY,2010-04-23,121.809998
SPY,2010-04-22,121.019997
SPY,2010-04-21,120.660004
SPY,2010-04-20,120.879997
SPY,2010-04-19,119.809998
SPY,2010-04-16,119.360001
SPY,2010-04-15,121.290001
SPY,2010-04-14,121.190002
SPY,2010-04-13,119.830002
SPY,2010-04-12,119.739998
SPY,2010-04-09,119.550003
SPY,2010-04-08,118.769997
SPY,2010-04-07,118.360001
SPY,2010-04-06,119.040001
SPY,2010-04-05,118.760002
SPY,2010-04-01,117.800003
SPY,2010-03-31,117.00
SPY,2010-03-30,117.400002
SPY,2010-03-29,117.32
SPY,2010-03-26,116.580002
SPY,2010-03-25,116.650002
SPY,2010-03-24,116.839996
SPY,2010-03-23,117.410004
SPY,2010-03-22,116.589996
SPY,2010-03-19,115.970001
SPY,2010-03-18,117.040001
SPY,2010-03-17,117.099998
SPY,2010-03-16,116.410004
SPY,2010-03-15,115.489998
SPY,2010-03-12,115.459999
SPY,2010-03-11,115.449997
SPY,2010-03-10,114.970001
SPY,2010-03-09,114.459999
SPY,2010-03-08,114.269997
SPY,2010-03-05,114.25
SPY,2010-03-04,112.639999
SPY,2010-03-03,112.300003
SPY,2010-03-02,112.199997
SPY,2010-03-01,111.889999
SPY,2010-02-26,110.739998
SPY,2010-02-25,110.669998
SPY,2010-02-24,110.82
SPY,2010-02-23,109.809998
SPY,2010-02-22,111.160004
SPY,2010-02-19,111.139999
SPY,2010-02-18,110.910004
SPY,2010-02-17,110.260002
SPY,2010-02-16,109.739998
SPY,2010-02-12,108.040001
SPY,2010-02-11,108.129997
SPY,2010-02-10,107.010002
SPY,2010-02-09,107.220001
SPY,2010-02-08,105.889999
SPY,2010-02-05,106.660004
SPY,2010-02-04,106.440002
SPY,2010-02-03,109.830002
SPY,2010-02-02,110.379997
SPY,2010-02-01,109.059998
SPY,2010-01-29,107.389999
SPY,2010-01-28,108.57
SPY,2010-01-27,109.830002
SPY,2010-01-26,109.309998
SPY,2010-01-25,109.769997
SPY,2010-01-22,109.209999
SPY,2010-01-21,111.699997
SPY,2010-01-20,113.889999
SPY,2010-01-19,115.059998
SPY,2010-01-15,113.639999
SPY,2010-01-14,114.93
SPY,2010-01-13,114.620003
SPY,2010-01-12,113.660004
SPY,2010-01-11,114.730003
SPY,2010-01-08,114.57
SPY,2010-01-07,114.190002
SPY,2010-01-06,113.709999
SPY,2010-01-05,113.629997
SPY,2010-01-04,113.330002
SPY,2009-12-31,111.440002
SPY,2009-12-30,112.519997
SPY,2009-12-29,112.559998
SPY,2009-12-28,112.720001
SPY,2009-12-24,112.480003
SPY,2009-12-23,111.949997
SPY,2009-12-22,111.730003
SPY,2009-12-21,111.330002
SPY,2009-12-18,110.209999
SPY,2009-12-17,110.18
SPY,2009-12-16,111.519997
SPY,2009-12-15,111.349998
SPY,2009-12-14,111.870003
SPY,2009-12-11,111.110001
SPY,2009-12-10,110.639999
SPY,2009-12-09,110.019997
SPY,2009-12-08,109.610001
SPY,2009-12-07,110.839996
SPY,2009-12-04,111.010002
SPY,2009-12-03,110.379997
SPY,2009-12-02,111.25
SPY,2009-12-01,111.300003
SPY,2009-11-30,109.940002
SPY,2009-11-27,109.57
SPY,2009-11-25,111.379997
SPY,2009-11-24,110.989998
SPY,2009-11-23,110.82
SPY,2009-11-20,109.43
SPY,2009-11-19,109.82
SPY,2009-11-18,111.269997
SPY,2009-11-17,111.339996
SPY,2009-11-16,111.209999
SPY,2009-11-13,109.620003
SPY,2009-11-12,109.029999
SPY,2009-11-11,110.150002
SPY,2009-11-10,109.589996
SPY,2009-11-09,109.57
SPY,2009-11-06,107.129997
SPY,2009-11-05,106.849998
SPY,2009-11-04,104.919998
SPY,2009-11-03,104.650002
SPY,2009-11-02,104.32
SPY,2009-10-30,103.559998
SPY,2009-10-29,106.650002
SPY,2009-10-28,104.410004
SPY,2009-10-27,106.419998
SPY,2009-10-26,106.910004
SPY,2009-10-23,108.080002
SPY,2009-10-22,109.330002
SPY,2009-10-21,108.230003
SPY,2009-10-20,109.209999
SPY,2009-10-19,109.790001
SPY,2009-10-16,108.889999
SPY,2009-10-15,109.709999
SPY,2009-10-14,109.309998
SPY,2009-10-13,107.459999
SPY,2009-10-12,107.68
SPY,2009-10-09,107.260002
SPY,2009-10-08,106.610001
SPY,2009-10-07,105.800003
SPY,2009-10-06,105.510002
SPY,2009-10-05,104.019997
SPY,2009-10-02,102.489998
SPY,2009-10-01,102.970001
SPY,2009-09-30,105.589996
SPY,2009-09-29,106.00
SPY,2009-09-28,106.32
SPY,2009-09-25,104.449997
SPY,2009-09-24,105.010002
SPY,2009-09-23,106.18
SPY,2009-09-22,107.07
SPY,2009-09-21,106.449997
SPY,2009-09-18,106.720001
SPY,2009-09-17,107.160004
SPY,2009-09-16,107.32
SPY,2009-09-15,105.720001
SPY,2009-09-14,105.279999
SPY,2009-09-11,104.769997
SPY,2009-09-10,104.790001
SPY,2009-09-09,103.730003
SPY,2009-09-08,102.940002
SPY,2009-09-04,102.059998
SPY,2009-09-03,100.650002
SPY,2009-09-02,99.82
SPY,2009-09-01,100.199997
SPY,2009-08-31,102.459999
SPY,2009-08-28,103.379997
SPY,2009-08-27,103.400002
SPY,2009-08-26,103.169998
SPY,2009-08-25,103.160004
SPY,2009-08-24,102.959999
SPY,2009-08-21,102.970001
SPY,2009-08-20,100.989998
SPY,2009-08-19,99.959999
SPY,2009-08-18,99.089996
SPY,2009-08-17,98.309998
SPY,2009-08-14,100.790001
SPY,2009-08-13,101.57
SPY,2009-08-12,100.800003
SPY,2009-08-11,99.730003
SPY,2009-08-10,100.989998
SPY,2009-08-07,101.199997
SPY,2009-08-06,99.889999
SPY,2009-08-05,100.410004
SPY,2009-08-04,100.699997
SPY,2009-08-03,100.440002
SPY,2009-07-31,98.809998
SPY,2009-07-30,98.669998
SPY,2009-07-29,97.650002
SPY,2009-07-28,97.889999
SPY,2009-07-27,98.349998
SPY,2009-07-24,98.059998
SPY,2009-07-23,97.660004
SPY,2009-07-22,95.550003
SPY,2009-07-21,95.57
SPY,2009-07-20,95.129997
SPY,2009-07-17,94.129997
SPY,2009-07-16,93.110001
SPY,2009-07-15,93.260002
SPY,2009-07-14,90.610001
SPY,2009-07-13,90.099998
SPY,2009-07-10,87.959999
SPY,2009-07-09,88.169998
SPY,2009-07-08,88.00
SPY,2009-07-07,88.059998
SPY,2009-07-06,89.800003
SPY,2009-07-02,89.809998
SPY,2009-07-01,92.330002
SPY,2009-06-30,91.949997
SPY,2009-06-29,92.699997
SPY,2009-06-26,91.839996
SPY,2009-06-25,92.080002
SPY,2009-06-24,90.120003
SPY,2009-06-23,89.349998
SPY,2009-06-22,89.279999
SPY,2009-06-19,92.040001
SPY,2009-06-18,92.220001
SPY,2009-06-17,91.550003
SPY,2009-06-16,91.639999
SPY,2009-06-15,92.900002
SPY,2009-06-12,95.080002
SPY,2009-06-11,94.82
SPY,2009-06-10,94.400002
SPY,2009-06-09,94.639999
SPY,2009-06-08,94.160004
SPY,2009-06-05,94.550003
SPY,2009-06-04,94.529999
SPY,2009-06-03,93.650002
SPY,2009-06-02,94.849998
SPY,2009-06-01,94.769997
SPY,2009-05-29,92.529999
SPY,2009-05-28,90.919998
SPY,2009-05-27,89.669998
SPY,2009-05-26,91.300003
SPY,2009-05-22,89.019997
SPY,2009-05-21,89.209999
SPY,2009-05-20,90.510002
SPY,2009-05-19,91.120003
SPY,2009-05-18,91.230003
SPY,2009-05-15,88.709999
SPY,2009-05-14,89.440002
SPY,2009-05-13,88.68
SPY,2009-05-12,90.970001
SPY,2009-05-11,91.239998
SPY,2009-05-08,92.980003
SPY,2009-05-07,90.860001
SPY,2009-05-06,92.139999
SPY,2009-05-05,90.57
SPY,2009-05-04,90.879997
SPY,2009-05-01,87.889999
SPY,2009-04-30,87.419998
SPY,2009-04-29,87.389999
SPY,2009-04-28,85.57
SPY,2009-04-27,85.839996
SPY,2009-04-24,86.660004
SPY,2009-04-23,85.370003
SPY,2009-04-22,84.540001
SPY,2009-04-21,85.059998
SPY,2009-04-20,83.43
SPY,2009-04-17,87.080002
SPY,2009-04-16,86.50
SPY,2009-04-15,85.25
SPY,2009-04-14,84.349998
SPY,2009-04-13,85.830002
SPY,2009-04-09,85.809998
SPY,2009-04-08,82.529999
SPY,2009-04-07,81.650002
SPY,2009-04-06,83.599998
SPY,2009-04-03,84.260002
SPY,2009-04-02,83.43
SPY,2009-04-01,81.059998
SPY,2009-03-31,79.519997
SPY,2009-03-30,78.790001
SPY,2009-03-27,81.610001
SPY,2009-03-26,83.110001
SPY,2009-03-25,81.449997
SPY,2009-03-24,80.599998
SPY,2009-03-23,82.220001
SPY,2009-03-20,76.709999
SPY,2009-03-19,78.940002
SPY,2009-03-18,79.93
SPY,2009-03-17,78.18
SPY,2009-03-16,75.860001
SPY,2009-03-13,76.089996
SPY,2009-03-12,75.50
SPY,2009-03-11,72.639999
SPY,2009-03-10,72.169998
SPY,2009-03-09,68.110001
SPY,2009-03-06,68.919998
